bssid,lat,lon
90671CA7E719,17.919175883571,102.616599910714
BC0543502F56,50.657618162857,7.194717728571
FC0A81864D43,51.2207125955,14.9193442465
28C68E783D4A,59.945234270556,10.848045107222
0026F32CF7D9,49.268428008,-123.177154548
74317037A45A,49.049696806111,8.261539365289
14ABF0496990,-25.346589912222,-57.628477186667
581F28C7B999,51.42640683,6.9941867
00264DB056E8,53.626166582106,10.031601190567
2469A5B8A088,52.472470660132,13.377984539479
D8C7C80754B2,25.133297024286,55.184795361143
A499472A6D24,50.764589517326,7.12787020191
24651185C1D3,48.092691120967,11.576265833741
001D6AD5D3F7,50.850984156132,4.342917501926
9EA9E462AD59,17.93110212,102.624936715
001EE55AEC91,49.542937427758,8.565510213375
9C9726692CA5,45.450958455,9.192838745
0024D45B35FE,45.75796399,4.88170429
00223F386380,51.480545959203,-0.317466625711
F80BBE9D8995,-25.356309066667,-57.557788396667
60C397BD8479,41.304142007143,-72.975184708571
0018F675A709,53.431160062551,-2.315039813519
BC054395AAEC,51.458128753333,7.0605124
288A1C276C03,49.389260662,8.6388231488
001A4F984406,48.137442665333,11.561798786
00220702FFBA,59.9193303,10.731798395
00246CE49F41,48.841577768326,2.348641455173
5067F038083F,50.109112918937,8.659281719772
F07D6880EDB4,48.091943264006,7.962082624435
028EF2AC6C84,41.606371560284,2.284757304965
C0AC540047CF,41.441949444444,2.190812777778
000136E37275,45.474774472977,9.148151240023
C03F0E9C55E5,36.076861805,-80.328757805
C46E1F8CA144,42.69838148,23.331315122
0418D6749F20,40.77294097,-73.967172595
00264D81E1B7,50.897007014,7.158288102
022101268B24,48.126980951453,11.582717203996
00254B06469D,48.196740833333,16.385720833333
5C338E17D196,50.838524959981,4.36146363616
9CC7A6A81D6C,48.177282078178,11.567449320384
2465115C82B1,47.071050833333,15.436628055556
0C473D198AAA,48.153369043925,11.53721006008
C8F9F93506E2,48.179075555556,16.29026
0023684C61BB,51.41691416502,5.483419597149
0024D49D7CF4,45.7636557375,4.8439504725
24DEC6E54873,48.149129054545,11.56751981
C025067EC9F0,48.161728065455,11.574861844545
40CBA8298F9D,48.135610964912,16.40542122807
000FB5C2E2A2,53.593254430517,9.709317212843
7071BCB9FB11,55.502327064527,9.745179474834
000CE36B8F0B,51.90607764,4.477820565
64D8140A4043,36.101314743333,-80.24003812
3481C433C2D3,48.170174790683,11.503764504929
586D8FD4F79E,42.695076259259,23.320284925926
3431C441A009,47.134189704286,9.522121688571
000352F139E0,52.52004284394,13.389047623207
F8D1117A27E0,48.97236543,14.47281322
FC0A81761CD0,50.016172415714,14.198497444286
F0921CD6A9AE,43.331180094545,5.121177247273
D4CA6DAC7A5B,51.576726026699,18.926589166319
1E7EE5C8E8CF,25.046218712814,121.537018390372
1449E0D7B589,50.0891766,8.45615007
842615135B96,47.140764952857,10.56411176
C0250694DE39,48.155449656262,11.530428328194
544A00BE647A,41.147163086364,-73.253652470909
2465110E07A4,50.887344854,7.080384106
C0C1C0328600,16.830724880565,96.154818926007
841B5E02864C,50.106868233333,8.695179136667
246511C19478,48.183937474305,11.376209700381
90A4DEBCD042,59.905205866364,10.608746895455
000D6749C039,40.591286377273,-111.901520790909
C8BE198CA68E,55.65262376,37.414856425
5C353BFFA5CE,48.14258787986,11.615410287484
F4CAE59B7E9D,48.89749031,2.31230077375
20AA4B11F103,40.735432212241,-73.992795282975
1CAFF779655E,52.421962064691,-1.535197868943
00262486D26E,42.8722785475,-8.5447484775
C0AC5480C52A,46.317146666667,3.395309166667
001874081B45,25.246600198889,55.356489824444
001F3F800429,48.164539564973,11.562780139216
44D3CA6C9F10,51.55201927945,-0.074892120436
C0A0BB9E7B11,25.010278474074,121.296437862329
00264D2D8530,49.868577522239,8.647131661362
081074895038,56.81514546275,24.60670351982
A4B1E945BEAD,48.31373762,14.28767712
003A9867D630,50.934662740526,6.953096958947
1883BF456ABA,51.46511141,6.847475785
72188B3B7E0D,52.078337520361,5.122321844101
002104CC6E70,45.79620820703,15.908441827632
C025063D7C01,50.859921365,7.0341957175
061DD13C4DE0,44.84493441,-93.298217835
6466B3F3C54A,48.1984805925,16.3770471025
0A18D66DA86C,41.389291622105,2.165757006172
FCF5286B8758,24.159561675042,120.675628054887
4C17EB5E656F,51.443257009378,-0.144244758412
C4A81D80A909,24.907318716869,121.286032064818
4E0D2F2886BE,40.69205419,-111.896986096667
003A9A2D7F84,69.67435705,18.920744217143
9CC7A6B3AE63,51.26392867,6.805415485
7AB1170961BE,48.8437622,2.315334803333
3481C4AD3983,50.197098006667,8.588370356667
000B3BD5FED2,48.616021565708,10.014998288391
001F95A02E69,53.36232379,-1.478096195
88252C851000,48.189962606803,11.367892280261
880355D05361,41.376589,2.036075
00246CFCC690,25.006266740151,121.307670677081
022308CA1E42,48.117548132805,11.548417260694
58971E8C6DAE,36.10266287625,-80.24026370625
10FEEDD77FDC,42.656950485,23.339009065
9C80DFA8EF01,48.100368943732,11.500162462395
0024A89D7241,51.186957045357,6.7956508
0C473D244B88,48.170158155818,11.480314113758
54BEF7ABBE6A,48.769611139107,-122.466880998482
689CE251420F,41.147073925,-73.249394233333
CC33BB493F27,50.79724686,-1.060064795
66334BE217BF,45.519779983442,-73.585507585667
501CBF49E224,46.066610446471,14.527028892941
067C344192D0,52.238100055,20.98299292
3431C4B2E22C,48.151396666911,11.557473507156
849CA6B235AA,48.1790781175,11.56420032
940C6DF7F51C,45.824277698994,16.11261293292
001F3FD0F129,51.219140220944,6.786548399133
7C4FB578BC34,48.1585771775,11.572185
0012BF0DCD99,50.826509535313,4.332754611969
0019A90C0A52,53.794390991667,-1.542648445
3481C40C01E1,48.174333400769,11.3955232
340804967C7C,25.016794642154,121.400355155473
3039F25866C6,47.06852496732,15.443407418301
54E6FCA8D752,56.959722378148,24.125643643568
AE7F3E340B1A,51.458451100625,7.566018978125
227BEFCF4779,51.548037964211,-0.004642875263
C8D3A306D0E8,51.727698094957,19.460015702083
001A2BA1D9B2,50.24865677,8.3196239225
F88E853431AF,41.42867625,2.221281666667
002397E5117F,40.694400072098,-73.994617760181
0023CD143EB6,52.40979143,16.9890231975
2A6511F516C1,52.581993276032,13.408978009799
EA40F26073D7,52.403843214698,5.291004662355
00210484C3A0,45.812863951433,15.991029865108
001D0FF39533,47.995773606382,11.1747922114
00236818C381,48.874041885138,2.305848151445
0E96D7A042A5,48.119936760487,11.582565876225
001D70F2FBB5,40.764533205,-73.98254668
9CC7A616609E,48.197919388,16.375241058
009C020CE294,48.161365065,11.5199684675
F4CAE5C88DD0,48.080685,7.364410833333
0024A8BA8790,47.897040073,-122.20670909
70105CF9BD21,36.188255137,-95.903170511667
4CAC0A5A0A4A,45.802985485643,15.951119307429
54E6FCCA973C,50.0924991525,14.41881852
001E1018C8BE,56.848169815175,35.905826257119
002515264086,48.76582669,2.256484015
32453585A413,48.865484297276,2.326878011227
52CD10D581A8,36.136601857143,-95.922498301429
00134962A4E8,46.204807762988,6.159848507959
001C2870D117,53.7541492525,9.6571798975
B430524A6695,50.434775495,16.21927911
3C47115E84B0,38.712222259375,-9.1330822725
9CC7A61EB0E5,50.102908954,8.630469126
24651113EFD4,48.948008113333,9.238201033333
E8CC180E4948,50.797406185,-1.105661248906
00789E8A8FF2,48.086413893147,7.332014072713
42F20118D83E,51.617228846364,-0.051258637273
D4D184F62CB0,54.568009538507,23.360547722419
20AA4B8E7926,51.555507860769,-0.013867105385
24950490D1B4,48.844463941538,2.322429698846
4CAC0A078360,51.116884368746,17.020527248187
003A99F7D280,59.91760833,10.73457607
00264D052E89,47.837209,7.972773333333
001733919028,48.850289583206,2.381745278835
001A2A82498A,50.936816198824,6.914289527059
C864C72CAEC8,52.319248626181,21.101958681526
D4212263DA03,53.868914161408,10.661839076451
30918F42757D,61.49738205,23.77340309
001A4F01E5A1,50.29669457,8.26873808
0014BF7E1D4D,51.5109409875,-0.0173214475
C46E1F6980CF,39.413822581819,-0.389120444684
6EB0CE2C53CB,52.631272237455,4.744274774284
944452729FAE,17.399916186667,78.490881365
C43DC784A860,36.14976888375,-95.96982127125
8CB64F2A25F3,48.153385378798,11.587664827842
80EA96EBD738,51.257510085,7.16798739
001A2B8AAD6F,54.695962292222,25.249103104444
001F90E4394B,40.71348130703,-73.99805366993
04353B8AA673,52.852267881634,11.142531825642
5CA39DAA6638,51.228525663333,6.908271113333
002354ECF448,52.376505285501,5.231436789036
9CC7A691F12D,50.777605013226,7.093406143548
88252C5AA7E4,48.040545433758,7.648053467273
002104855C30,45.805493963852,15.929853559741
C4108A559528,50.799854845,-1.05522305
001A4F216D63,52.898312275,8.588634785
5C353BDD9C1E,48.131434584406,11.368134494078
C02506E216A6,52.492275001722,13.39168778301
0418D6794702,25.134184521765,55.18489072
001D7EAEB482,51.773167206,19.462895426
DC537C13064A,41.975214688889,2.805697786667
00259C23FC9E,57.019045650957,9.911320209503
04353BCB884D,48.149489296134,11.558336528746
CE8BB5558820,48.823808133602,2.353327274323
82DC96000A52,50.783674285,-1.070374825
C22506E0467C,50.918375235,6.98832426
DC4517C68DB0,36.14789699,-95.983925186667
2ACFDAB67A80,59.89815526375,10.84658955125
CE3540628183,41.375672166154,-72.908000993077
C86C87EA0EB9,43.46137676,-3.80860406
F88E85A3576E,50.11332308,14.5999345975
001A2B3B603F,49.088622443333,6.152837711667
DC0B1AC88D69,47.545210806452,7.597557204301
803773C9C4FC,35.871911125,-83.56202342
0896D76B93A9,48.177136203146,11.586912480155
9C80DF79E880,52.50219589283,13.349034024874
A456308E87F3,51.508618257692,0.063253990769
B246FC70D810,41.551233333333,2.398177777778
0023A384FB40,46.20994591678,6.148531456129
1CC63C1513EC,51.210637670513,6.782635797436
B89BC9B71119,40.765054094348,-111.859733334348
F8E903031333,51.511787142,-0.055199982
C0250621E98F,50.123184103333,8.607516051667
00A057194C27,48.353108492763,8.812118768692
0001E396F8F8,46.207760833204,6.145771520678
7AE8B6D7BECC,51.775288058333,19.461294018333
B8A386E9B23C,45.49103548334,9.122102941772
001346468210,36.081679805,-95.771157953333
0071C25E43D0,48.851705968889,-122.596869401667
00147FABF6D1,52.377743145,4.8924745
9CC7A6F13E1C,53.142550639459,8.198192295386
647C34881881,47.264261245,11.3720662675
BC05430F293E,49.859914897949,8.556179064359
BEF5ACACCA65,48.10121415018,11.499915879073
F4CAE5F56038,48.818208836667,2.414467083333
001570CF721C,52.281050831079,5.15719525516
C8BE1988201C,50.72372756,7.106733378
84A8E4F864C8,48.157043364586,11.502075122354
0024FEA492F6,50.945812952857,6.920035396667
00180A351022,50.953641396667,-1.4032425
9CC7A6B45328,48.130727348462,11.562417868462
74317050BEAE,48.099122372991,11.538125916482
8E04FF7E0119,47.554104270833,7.599369479167
2089860F2273,52.299690842628,5.227079987526
000CE6000302,41.572932662707,2.319076030231
841B5E497D05,48.148635590702,11.439383819742
647C345D3436,52.365646362305,5.186108350754
0023692F0400,51.4694094375,6.851994035
004F63806FCD,56.9594435825,24.177851245
BC054340E9A4,47.417883187157,9.665529979813
C49A0248C833,37.51383687,127.10007953
10FEED3FD5D6,54.689272696226,25.267103238816
00264412F015,48.120983333333,16.393000555556
00180A2253A8,48.77310132,9.17562915
0021049908F8,45.795864752832,15.931414049965
001E69E8D430,45.807350946125,15.972298127599
FC7516E76C04,25.045516255,55.13498833
9AE79A3B84C1,25.014277982991,121.312050078996
743170DE9252,52.508837730478,13.315123416896
C46E1F9B40BE,42.689372636667,23.33929463
C8D3A35813B4,47.558655416667,7.58276375
A2054350FAB0,50.120451673865,8.565248250961
647002E87583,52.21699648997,5.187404394834
3481C40B650C,48.10911247518,11.579095555705
6C198FFB1ACB,54.567552255,23.3664581675
000B8595BC6E,41.14572502,-8.615030145
001C286BE667,50.93547265,6.932546455
F4068D3FBEF0,50.18457638,8.597996456667
0024014271C2,59.9288771825,10.7495082975
001C2870AB97,48.145383229631,11.519851168001
F0921C880FDE,50.665481606667,7.20106107
003A9867ADB1,59.909035781429,10.727227494286
880355E3537A,51.22452227,6.9125562
D8FEE3DD6026,59.946187925,10.7603902675
2CE6CC257938,36.120057845,-95.8871783025
000CC3CB39E2,61.498988948333,23.751633115556
3481C4A09E00,52.510997650586,13.389687941145
0019706D2DB3,48.847128599882,2.341372668743
507E5D2B5FB0,52.462103972458,13.347992895323
00230806076F,48.218569638512,11.910296702124
001A2B2BD63B,41.447502245614,2.218479692157
C025062214C8,48.152769813252,11.514662389607
0019AA517180,55.615184591667,12.988114611667
7C4FB508B613,48.163712476432,11.543319426978
001F3FC12E41,48.134097588182,11.455354565894
00251548DFAA,48.876795172691,2.319566309452
C43DC738E985,51.2500574425,-0.591289935
C80E1472B3E4,51.204208563333,6.934171225
B246FC6EBA40,41.97731321,2.820867355
000B0EEE4DC8,49.012051463126,8.418115139007
F88E8516CA30,28.557342902299,-16.213302385057
3421091E1EE0,59.932439292535,10.755888431831
C8BE19861544,48.173281049006,11.534091299258
1883BF42B4D2,51.22108545,6.785586775
